gi|783401338|gnl|WGS:JZRJ01|ST2_BLS4_contig_84|gb|JZRJ01000082.1|;ST2;5158
gi|783401335|gnl|WGS:JZRJ01|ST2_BLS4_contig_85|gb|JZRJ01000083.1|;ST2;29634
gi|783401332|gnl|WGS:JZRJ01|ST2_BLS4_contig_86|gb|JZRJ01000084.1|;ST2;21995
gi|783401329|gnl|WGS:JZRJ01|ST2_BLS4_contig_87|gb|JZRJ01000085.1|;ST2;4805
gi|783401325|gnl|WGS:JZRJ01|ST2_BLS4_contig_88|gb|JZRJ01000086.1|;ST2;6068
gi|783401321|gnl|WGS:JZRJ01|ST2_BLS4_contig_89|gb|JZRJ01000087.1|;ST2;2513
gi|783401318|gnl|WGS:JZRJ01|ST2_BLS4_contig_90|gb|JZRJ01000088.1|;ST2;28305
gi|783401313|gnl|WGS:JZRJ01|ST2_BLS4_contig_91|gb|JZRJ01000089.1|;ST2;6496
gi|783401308|gnl|WGS:JZRJ01|ST2_BLS4_contig_92|gb|JZRJ01000090.1|;ST2;50522
gi|783401303|gnl|WGS:JZRJ01|ST2_BLS4_contig_93|gb|JZRJ01000091.1|;ST2;7496
gi|783401297|gnl|WGS:JZRJ01|ST2_BLS4_contig_94|gb|JZRJ01000092.1|;ST2;103534
gi|783401292|gnl|WGS:JZRJ01|ST2_BLS4_contig_95|gb|JZRJ01000093.1|;ST2;24519
gi|783401287|gnl|WGS:JZRJ01|ST2_BLS4_contig_96|gb|JZRJ01000094.1|;ST2;2072
gi|783401280|gnl|WGS:JZRJ01|ST2_BLS4_contig_97|gb|JZRJ01000095.1|;ST2;13005
gi|783401277|gnl|WGS:JZRJ01|ST2_BLS4_contig_98|gb|JZRJ01000096.1|;ST2;2292
gi|783401274|gnl|WGS:JZRJ01|ST2_BLS4_contig_99|gb|JZRJ01000097.1|;ST2;9988
gi|783401271|gnl|WGS:JZRJ01|ST2_BLS4_contig_100|gb|JZRJ01000098.1|;ST2;20453
gi|783401267|gnl|WGS:JZRJ01|ST2_BLS4_contig_101|gb|JZRJ01000099.1|;ST2;70282
gi|783401263|gnl|WGS:JZRJ01|ST2_BLS4_contig_102|gb|JZRJ01000100.1|;ST2;5769
gi|783401259|gnl|WGS:JZRJ01|ST2_BLS4_contig_103|gb|JZRJ01000101.1|;ST2;39007
gi|783401256|gnl|WGS:JZRJ01|ST2_BLS4_contig_104|gb|JZRJ01000102.1|;ST2;12762
gi|783401252|gnl|WGS:JZRJ01|ST2_BLS4_contig_105|gb|JZRJ01000103.1|;ST2;3979
gi|783401248|gnl|WGS:JZRJ01|ST2_BLS4_contig_106|gb|JZRJ01000104.1|;ST2;19095
gi|783401244|gnl|WGS:JZRJ01|ST2_BLS4_contig_107|gb|JZRJ01000105.1|;ST2;9820
gi|783401240|gnl|WGS:JZRJ01|ST2_BLS4_contig_108|gb|JZRJ01000106.1|;ST2;14524
gi|783401235|gnl|WGS:JZRJ01|ST2_BLS4_contig_109|gb|JZRJ01000107.1|;ST2;11125
gi|783401232|gnl|WGS:JZRJ01|ST2_BLS4_contig_110|gb|JZRJ01000108.1|;ST2;9023
gi|783401228|gnl|WGS:JZRJ01|ST2_BLS4_contig_111|gb|JZRJ01000109.1|;ST2;4170
gi|783401224|gnl|WGS:JZRJ01|ST2_BLS4_contig_112|gb|JZRJ01000110.1|;ST2;13942
gi|783401219|gnl|WGS:JZRJ01|ST2_BLS4_contig_113|gb|JZRJ01000111.1|;ST2;24062
gi|783401215|gnl|WGS:JZRJ01|ST2_BLS4_contig_114|gb|JZRJ01000112.1|;ST2;5005
gi|783401211|gnl|WGS:JZRJ01|ST2_BLS4_contig_115|gb|JZRJ01000113.1|;ST2;16883
gi|783401207|gnl|WGS:JZRJ01|ST2_BLS4_contig_116|gb|JZRJ01000114.1|;ST2;6041
gi|783401203|gnl|WGS:JZRJ01|ST2_BLS4_contig_117|gb|JZRJ01000115.1|;ST2;9579
gi|783401184|gnl|WGS:JZRJ01|ST2_BLS4_contig_118|gb|JZRJ01000116.1|;ST2;27206
gi|783401181|gnl|WGS:JZRJ01|ST2_BLS4_contig_119|gb|JZRJ01000117.1|;ST2;38406
gi|783401178|gnl|WGS:JZRJ01|ST2_BLS4_contig_120|gb|JZRJ01000118.1|;ST2;51498
gi|783401174|gnl|WGS:JZRJ01|ST2_BLS4_contig_121|gb|JZRJ01000119.1|;ST2;18056
gi|783401170|gnl|WGS:JZRJ01|ST2_BLS4_contig_122|gb|JZRJ01000120.1|;ST2;17110
gi|783401165|gnl|WGS:JZRJ01|ST2_BLS4_contig_123|gb|JZRJ01000121.1|;ST2;6724
gi|783401161|gnl|WGS:JZRJ01|ST2_BLS4_contig_124|gb|JZRJ01000122.1|;ST2;19547
gi|783401155|gnl|WGS:JZRJ01|ST2_BLS4_contig_125|gb|JZRJ01000123.1|;ST2;4220
gi|783401150|gnl|WGS:JZRJ01|ST2_BLS4_contig_126|gb|JZRJ01000124.1|;ST2;53438
gi|783401145|gnl|WGS:JZRJ01|ST2_BLS4_contig_127|gb|JZRJ01000125.1|;ST2;20114
gi|783401130|gnl|WGS:JZRJ01|ST2_BLS4_contig_128|gb|JZRJ01000126.1|;ST2;3012
gi|783401125|gnl|WGS:JZRJ01|ST2_BLS4_contig_129|gb|JZRJ01000127.1|;ST2;2878
gi|783401120|gnl|WGS:JZRJ01|ST2_BLS4_contig_130|gb|JZRJ01000128.1|;ST2;24239
gi|783401115|gnl|WGS:JZRJ01|ST2_BLS4_contig_131|gb|JZRJ01000129.1|;ST2;26581
gi|783401110|gnl|WGS:JZRJ01|ST2_BLS4_contig_132|gb|JZRJ01000130.1|;ST2;54299
gi|783401105|gnl|WGS:JZRJ01|ST2_BLS4_contig_133|gb|JZRJ01000131.1|;ST2;49013
gi|783401100|gnl|WGS:JZRJ01|ST2_BLS4_contig_134|gb|JZRJ01000132.1|;ST2;8213
gi|783401095|gnl|WGS:JZRJ01|ST2_BLS4_contig_135|gb|JZRJ01000133.1|;ST2;7148
gi|783401090|gnl|WGS:JZRJ01|ST2_BLS4_contig_136|gb|JZRJ01000134.1|;ST2;12477
gi|783401085|gnl|WGS:JZRJ01|ST2_BLS4_contig_137|gb|JZRJ01000135.1|;ST2;6283
gi|783401080|gnl|WGS:JZRJ01|ST2_BLS4_contig_139|gb|JZRJ01000136.1|;ST2;4153
gi|783401075|gnl|WGS:JZRJ01|ST2_BLS4_contig_140|gb|JZRJ01000137.1|;ST2;13996
gi|783401069|gnl|WGS:JZRJ01|ST2_BLS4_contig_141|gb|JZRJ01000138.1|;ST2;20649
gi|783401064|gnl|WGS:JZRJ01|ST2_BLS4_contig_142|gb|JZRJ01000139.1|;ST2;15046
gi|783401060|gnl|WGS:JZRJ01|ST2_BLS4_contig_143|gb|JZRJ01000140.1|;ST2;8693
gi|783401056|gnl|WGS:JZRJ01|ST2_BLS4_contig_144|gb|JZRJ01000141.1|;ST2;28562
gi|783401052|gnl|WGS:JZRJ01|ST2_BLS4_contig_145|gb|JZRJ01000142.1|;ST2;44736
gi|783401047|gnl|WGS:JZRJ01|ST2_BLS4_contig_146|gb|JZRJ01000143.1|;ST2;20455
gi|783401042|gnl|WGS:JZRJ01|ST2_BLS4_contig_147|gb|JZRJ01000144.1|;ST2;9739
gi|783401037|gnl|WGS:JZRJ01|ST2_BLS4_contig_148|gb|JZRJ01000145.1|;ST2;40342
gi|783401032|gnl|WGS:JZRJ01|ST2_BLS4_contig_149|gb|JZRJ01000146.1|;ST2;71350
gi|783401027|gnl|WGS:JZRJ01|ST2_BLS4_contig_150|gb|JZRJ01000147.1|;ST2;29659
gi|783401022|gnl|WGS:JZRJ01|ST2_BLS4_contig_151|gb|JZRJ01000148.1|;ST2;9330
gi|783401017|gnl|WGS:JZRJ01|ST2_BLS4_contig_152|gb|JZRJ01000149.1|;ST2;37436
gi|783401012|gnl|WGS:JZRJ01|ST2_BLS4_contig_153|gb|JZRJ01000150.1|;ST2;18816
gi|783401007|gnl|WGS:JZRJ01|ST2_BLS4_contig_154|gb|JZRJ01000151.1|;ST2;15434
gi|783401002|gnl|WGS:JZRJ01|ST2_BLS4_contig_155|gb|JZRJ01000152.1|;ST2;17494
gi|783400997|gnl|WGS:JZRJ01|ST2_BLS4_contig_156|gb|JZRJ01000153.1|;ST2;23221
gi|783400992|gnl|WGS:JZRJ01|ST2_BLS4_contig_157|gb|JZRJ01000154.1|;ST2;10460
gi|783400987|gnl|WGS:JZRJ01|ST2_BLS4_contig_158|gb|JZRJ01000155.1|;ST2;33730
gi|783400982|gnl|WGS:JZRJ01|ST2_BLS4_contig_159|gb|JZRJ01000156.1|;ST2;37889
gi|783400977|gnl|WGS:JZRJ01|ST2_BLS4_contig_160|gb|JZRJ01000157.1|;ST2;33610
gi|783400972|gnl|WGS:JZRJ01|ST2_BLS4_contig_161|gb|JZRJ01000158.1|;ST2;19498
gi|783400968|gnl|WGS:JZRJ01|ST2_BLS4_contig_162|gb|JZRJ01000159.1|;ST2;15488
gi|783400963|gnl|WGS:JZRJ01|ST2_BLS4_contig_163|gb|JZRJ01000160.1|;ST2;9099
gi|783400958|gnl|WGS:JZRJ01|ST2_BLS4_contig_164|gb|JZRJ01000161.1|;ST2;63966
gi|783400953|gnl|WGS:JZRJ01|ST2_BLS4_contig_165|gb|JZRJ01000162.1|;ST2;19758
gi|783400948|gnl|WGS:JZRJ01|ST2_BLS4_contig_166|gb|JZRJ01000163.1|;ST2;57722
gi|783400943|gnl|WGS:JZRJ01|ST2_BLS4_contig_167|gb|JZRJ01000164.1|;ST2;19019
gi|783400938|gnl|WGS:JZRJ01|ST2_BLS4_contig_168|gb|JZRJ01000165.1|;ST2;19021
gi|783400933|gnl|WGS:JZRJ01|ST2_BLS4_contig_169|gb|JZRJ01000166.1|;ST2;10167
gi|783400929|gnl|WGS:JZRJ01|ST2_BLS4_contig_170|gb|JZRJ01000167.1|;ST2;26173
gi|783400924|gnl|WGS:JZRJ01|ST2_BLS4_contig_171|gb|JZRJ01000168.1|;ST2;42209
gi|783400920|gnl|WGS:JZRJ01|ST2_BLS4_contig_172|gb|JZRJ01000169.1|;ST2;13274
gi|783400915|gnl|WGS:JZRJ01|ST2_BLS4_contig_174|gb|JZRJ01000170.1|;ST2;15470
gi|783400910|gnl|WGS:JZRJ01|ST2_BLS4_contig_175|gb|JZRJ01000171.1|;ST2;8316
gi|783400905|gnl|WGS:JZRJ01|ST2_BLS4_contig_176|gb|JZRJ01000172.1|;ST2;10755
gi|783400900|gnl|WGS:JZRJ01|ST2_BLS4_contig_177|gb|JZRJ01000173.1|;ST2;4389
gi|783400895|gnl|WGS:JZRJ01|ST2_BLS4_contig_178|gb|JZRJ01000174.1|;ST2;12046
gi|783400889|gnl|WGS:JZRJ01|ST2_BLS4_contig_179|gb|JZRJ01000175.1|;ST2;66261
gi|783400884|gnl|WGS:JZRJ01|ST2_BLS4_contig_180|gb|JZRJ01000176.1|;ST2;4179
gi|783400879|gnl|WGS:JZRJ01|ST2_BLS4_contig_181|gb|JZRJ01000177.1|;ST2;12997
gi|783400874|gnl|WGS:JZRJ01|ST2_BLS4_contig_182|gb|JZRJ01000178.1|;ST2;19868
gi|783400869|gnl|WGS:JZRJ01|ST2_BLS4_contig_183|gb|JZRJ01000179.1|;ST2;11728
gi|783400864|gnl|WGS:JZRJ01|ST2_BLS4_contig_184|gb|JZRJ01000180.1|;ST2;47156
gi|783400859|gnl|WGS:JZRJ01|ST2_BLS4_contig_185|gb|JZRJ01000181.1|;ST2;9394
gi|783400855|gnl|WGS:JZRJ01|ST2_BLS4_contig_186|gb|JZRJ01000182.1|;ST2;24126
gi|783400851|gnl|WGS:JZRJ01|ST2_BLS4_contig_187|gb|JZRJ01000183.1|;ST2;7361
gi|783400847|gnl|WGS:JZRJ01|ST2_BLS4_contig_189|gb|JZRJ01000184.1|;ST2;111369
gi|783400843|gnl|WGS:JZRJ01|ST2_BLS4_contig_191|gb|JZRJ01000185.1|;ST2;2628
gi|783400838|gnl|WGS:JZRJ01|ST2_BLS4_contig_192|gb|JZRJ01000186.1|;ST2;36040
gi|783400833|gnl|WGS:JZRJ01|ST2_BLS4_contig_193|gb|JZRJ01000187.1|;ST2;22010
gi|783400828|gnl|WGS:JZRJ01|ST2_BLS4_contig_194|gb|JZRJ01000188.1|;ST2;10957
gi|783400823|gnl|WGS:JZRJ01|ST2_BLS4_contig_195|gb|JZRJ01000189.1|;ST2;27559
gi|783400818|gnl|WGS:JZRJ01|ST2_BLS4_contig_196|gb|JZRJ01000190.1|;ST2;13228
gi|783400813|gnl|WGS:JZRJ01|ST2_BLS4_contig_197|gb|JZRJ01000191.1|;ST2;34682
gi|783400808|gnl|WGS:JZRJ01|ST2_BLS4_contig_198|gb|JZRJ01000192.1|;ST2;5511
gi|783400803|gnl|WGS:JZRJ01|ST2_BLS4_contig_199|gb|JZRJ01000193.1|;ST2;9635
gi|783400798|gnl|WGS:JZRJ01|ST2_BLS4_contig_200|gb|JZRJ01000194.1|;ST2;3335
gi|783400793|gnl|WGS:JZRJ01|ST2_BLS4_contig_201|gb|JZRJ01000195.1|;ST2;21623
gi|783400788|gnl|WGS:JZRJ01|ST2_BLS4_contig_202|gb|JZRJ01000196.1|;ST2;16052
gi|783400783|gnl|WGS:JZRJ01|ST2_BLS4_contig_203|gb|JZRJ01000197.1|;ST2;39952
gi|783400778|gnl|WGS:JZRJ01|ST2_BLS4_contig_204|gb|JZRJ01000198.1|;ST2;11544
gi|783400773|gnl|WGS:JZRJ01|ST2_BLS4_contig_205|gb|JZRJ01000199.1|;ST2;26262
gi|783400768|gnl|WGS:JZRJ01|ST2_BLS4_contig_206|gb|JZRJ01000200.1|;ST2;6741
gi|783400763|gnl|WGS:JZRJ01|ST2_BLS4_contig_207|gb|JZRJ01000201.1|;ST2;30526
gi|783400758|gnl|WGS:JZRJ01|ST2_BLS4_contig_208|gb|JZRJ01000202.1|;ST2;6890
gi|783400753|gnl|WGS:JZRJ01|ST2_BLS4_contig_209|gb|JZRJ01000203.1|;ST2;7525
gi|783400748|gnl|WGS:JZRJ01|ST2_BLS4_contig_210|gb|JZRJ01000204.1|;ST2;6739
gi|783400743|gnl|WGS:JZRJ01|ST2_BLS4_contig_211|gb|JZRJ01000205.1|;ST2;2995
gi|783400738|gnl|WGS:JZRJ01|ST2_BLS4_contig_212|gb|JZRJ01000206.1|;ST2;32093
gi|783400733|gnl|WGS:JZRJ01|ST2_BLS4_contig_213|gb|JZRJ01000207.1|;ST2;18025
gi|783400728|gnl|WGS:JZRJ01|ST2_BLS4_contig_214|gb|JZRJ01000208.1|;ST2;24767
gi|783400723|gnl|WGS:JZRJ01|ST2_BLS4_contig_215|gb|JZRJ01000209.1|;ST2;29287
gi|783400718|gnl|WGS:JZRJ01|ST2_BLS4_contig_216|gb|JZRJ01000210.1|;ST2;10134
gi|783400713|gnl|WGS:JZRJ01|ST2_BLS4_contig_217|gb|JZRJ01000211.1|;ST2;27230
gi|783400709|gnl|WGS:JZRJ01|ST2_BLS4_contig_218|gb|JZRJ01000212.1|;ST2;3304
gi|783400705|gnl|WGS:JZRJ01|ST2_BLS4_contig_219|gb|JZRJ01000213.1|;ST2;38245
gi|783400701|gnl|WGS:JZRJ01|ST2_BLS4_contig_221|gb|JZRJ01000214.1|;ST2;16715
gi|783400697|gnl|WGS:JZRJ01|ST2_BLS4_contig_222|gb|JZRJ01000215.1|;ST2;34415
gi|783400692|gnl|WGS:JZRJ01|ST2_BLS4_contig_223|gb|JZRJ01000216.1|;ST2;6917
gi|783400687|gnl|WGS:JZRJ01|ST2_BLS4_contig_224|gb|JZRJ01000217.1|;ST2;7108
gi|783400681|gnl|WGS:JZRJ01|ST2_BLS4_contig_225|gb|JZRJ01000218.1|;ST2;25806
gi|783400676|gnl|WGS:JZRJ01|ST2_BLS4_contig_226|gb|JZRJ01000219.1|;ST2;23767
gi|783400671|gnl|WGS:JZRJ01|ST2_BLS4_contig_227|gb|JZRJ01000220.1|;ST2;4079
gi|783400665|gnl|WGS:JZRJ01|ST2_BLS4_contig_228|gb|JZRJ01000221.1|;ST2;66026
gi|783400660|gnl|WGS:JZRJ01|ST2_BLS4_contig_229|gb|JZRJ01000222.1|;ST2;22481
gi|783400655|gnl|WGS:JZRJ01|ST2_BLS4_contig_230|gb|JZRJ01000223.1|;ST2;14278
gi|783400650|gnl|WGS:JZRJ01|ST2_BLS4_contig_231|gb|JZRJ01000224.1|;ST2;34722
gi|783400646|gnl|WGS:JZRJ01|ST2_BLS4_contig_232|gb|JZRJ01000225.1|;ST2;2522
gi|783400641|gnl|WGS:JZRJ01|ST2_BLS4_contig_233|gb|JZRJ01000226.1|;ST2;30382
gi|783400638|gnl|WGS:JZRJ01|ST2_BLS4_contig_234|gb|JZRJ01000227.1|;ST2;3748
gi|783400635|gnl|WGS:JZRJ01|ST2_BLS4_contig_235|gb|JZRJ01000228.1|;ST2;6934
gi|783400632|gnl|WGS:JZRJ01|ST2_BLS4_contig_236|gb|JZRJ01000229.1|;ST2;68624
gi|783400629|gnl|WGS:JZRJ01|ST2_BLS4_contig_237|gb|JZRJ01000230.1|;ST2;12517
gi|783400625|gnl|WGS:JZRJ01|ST2_BLS4_contig_238|gb|JZRJ01000231.1|;ST2;15406
gi|783400621|gnl|WGS:JZRJ01|ST2_BLS4_contig_239|gb|JZRJ01000232.1|;ST2;12760
gi|783400617|gnl|WGS:JZRJ01|ST2_BLS4_contig_240|gb|JZRJ01000233.1|;ST2;6481
gi|783400612|gnl|WGS:JZRJ01|ST2_BLS4_contig_241|gb|JZRJ01000234.1|;ST2;15378
gi|783400607|gnl|WGS:JZRJ01|ST2_BLS4_contig_242|gb|JZRJ01000235.1|;ST2;8239
gi|783400602|gnl|WGS:JZRJ01|ST2_BLS4_contig_244|gb|JZRJ01000236.1|;ST2;6373
gi|783400597|gnl|WGS:JZRJ01|ST2_BLS4_contig_245|gb|JZRJ01000237.1|;ST2;36794
gi|783400592|gnl|WGS:JZRJ01|ST2_BLS4_contig_246|gb|JZRJ01000238.1|;ST2;2443
gi|783400587|gnl|WGS:JZRJ01|ST2_BLS4_contig_247|gb|JZRJ01000239.1|;ST2;4205
gi|783400582|gnl|WGS:JZRJ01|ST2_BLS4_contig_248|gb|JZRJ01000240.1|;ST2;37277
gi|783400576|gnl|WGS:JZRJ01|ST2_BLS4_contig_249|gb|JZRJ01000241.1|;ST2;2580
